id,title,synopsis,poster_url,poster_path,genre,label
tt0775543,Night Catches Us,"Directed by Tanya Hamilton. With Anthony Mackie, Jamara Griffin, Sadiq Afif, Shango Rich. In 1976, complex political and emotional forces are set in motion when a young man returns to the race-torn Philadelphia neighborhood where he came of age during the Black Power movement.",https://m.media-amazon.com/images/M/MV5BOTIyNDEyNjY3NF5BMl5BanBnXkFtZTcwNjY0MjE3Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\23.jpg,Romance,0
tt0790653,Elliot Loves,"Directed by Terracino. With Antoni Porowski, Robin de Jesus, Alfredo Narciso, Elena Goode. Two stages of a Dominican-American's life; first as a boy trying to bond with his young mother, then a 21-year-old looking for love in New York City.",https://m.media-amazon.com/images/M/MV5BMTM5NTQ0NzYyN15BMl5BanBnXkFtZTcwMTU5ODI3OA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\24.jpg,Romance,0
tt0790663,The First Grader,"Directed by Justin Chadwick. With Naomie Harris, Oliver Litondo, Tony Kgoroge, Alfred Munyua. The story of an 84 year-old Kenyan villager and ex Mau Mau veteran who fights for his right to go to school for the first time to get the education he could never afford.",https://m.media-amazon.com/images/M/MV5BMTUxNzQ3NTE5M15BMl5BanBnXkFtZTcwNTgxNTEyNQ@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\25.jpg,Romance,0
tt0804497,It's Kind of a Funny Story,"Directed by Anna Boden, Ryan Fleck. With Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan. A clinically-depressed teenager gets a new start after he checks himself into an adult psychiatric ward.",https://m.media-amazon.com/images/M/MV5BMTk0MTAyNjQ2N15BMl5BanBnXkFtZTcwNjYwOTU3Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\26.jpg,Romance,0
tt0810772,Belle Du Seigneur,"Directed by Glenio Bonder. With Jonathan Rhys Meyers, Natalia Vodianova, Ed Stoppard, Marianne Faithfull. English-language adaptation of Albert Cohen's epic Swiss tale of a tortured love affair between a high-ranking Jewish official and the protestant wife of one of his employees.",https://m.media-amazon.com/images/M/MV5BZmQ2NzE3MDMtZGZhNi00NTQ0LWFlMzQtZjc2M2NiYzE1ODhiXkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\27.jpg,Romance,0
tt0810819,The Danish Girl,"Directed by Tom Hooper. With Alicia Vikander, Eddie Redmayne, Tusse Silberg, Adrian Schiller. A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.",https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\28.jpg,Romance,0
tt0810836,Dirt Music,"Directed by Gregor Jordan. With Kelly Macdonald, Garrett Hedlund, Badger, Jacob Clayton. The stunning landscape of Western Australia is the backdrop for an impassioned tale of love and grief in Gregor Jordan's adaptation of the acclaimed novel by Tim Winton.",https://m.media-amazon.com/images/M/MV5BOTYwNDBiZjEtZGUzZS00MWQ2LWE5OGYtMGVlNzE2NTJjMTViXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\29.jpg,Romance,0
tt0810922,Take Me Home Tonight,"Directed by Michael Dowse. With Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer. Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\30.jpg,Romance,0
tt0815236,She's Out of My League,"Directed by Jim Field Smith. With Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel. An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\31.jpg,Romance,0
tt0817177,Flipped,"Directed by Rob Reiner. With Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards. Two eighth-graders start to have feelings for each other despite being total opposites.",https://m.media-amazon.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\32.jpg,Romance,0
tt0817230,Valentine's Day,"Directed by Garry Marshall. With Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper. Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.",https://m.media-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\33.jpg,Romance,0
tt0821486,Manhattan Minutiae,"Directed by Steve Becker. With Chris Elwood, Linda Shing, Eddie Daniels, Jenni Pulos. A rock & roll romantic comedy set in NYC about the pursuit of love, passion, and the meaning of life, all punctuated by an original, pulsating soundtrack and live performances by the all girl group MaxiTit.",https://m.media-amazon.com/images/M/MV5BMjA4MjY4MTk2MV5BMl5BanBnXkFtZTgwNjAxOTk3ODE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\34.jpg,Romance,0
tt0837559,Approaching Midnight,"Directed by Sam Logan Khaleghi. With Jana Kramer, Sam Logan Khaleghi, Brandon T. Jackson, Mia Serafino. US Army Staff Sergeant Wesley Kent returns from the war abroad and must now fight the threat of corruption and deception in his hometown at all personal costs.",https://m.media-amazon.com/images/M/MV5BMTY1MTAyNTM0NF5BMl5BanBnXkFtZTcwNTMwMDA5OQ@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\35.jpg,Romance,0
tt0842926,The Kids Are All Right,"Directed by Lisa Cholodenko. With Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska. Two children conceived by artificial insemination bring their biological father into their non-traditional family life.",https://m.media-amazon.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\36.jpg,Romance,0
tt0850677,Jack & Diane,"Directed by Bradley Rust Gray. With Juno Temple, Jackson Ning, Samantha Ives, Anika Jennie Ji. Diane's feelings for Jack -- the girl she met over the summer -- begin to manifest themselves in terrifying ways when she learns that her friend will soon be moving away.",https://m.media-amazon.com/images/M/MV5BMTQ5MDEyNDk5MF5BMl5BanBnXkFtZTcwNjMxODk2Nw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\37.jpg,Romance,0
tt0850678,Jackson Arms,"Directed by Nitram Nosirrag. With Matthew O. Sloan, Kim Jiang Dubaniewicz, Luona Wang, Jeff Bredt. A bad-boy bachelor falls for his nemesis and downstairs neighbor, a conservative chinese-american acupuncturist. Just as he becomes more family-oriented, an offensive bet he made about her is revealed, and he must scramble amidst a colorful array of characters to win back her heart. Cinematography by oscar nominee james laxton (moonlight). Shot for under $100,000 in oakland california.",https://m.media-amazon.com/images/M/MV5BMjAyNzQ1OTg0Nl5BMl5BanBnXkFtZTcwMzk0MTc3MQ@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\38.jpg,Romance,0
tt0865557,Letting Go,"Directed by Jake Torem. With Jake Torem, Shirly Brener, Luca Bercovici, Greg Baker. Unlucky in love, strangled at work, and tormented at home, Joel Slater is desperately searching for a way to juggle his life. But sometimes, the secret to happiness begins with letting go.",https://m.media-amazon.com/images/M/MV5BMTY3MDc0NjA3MV5BMl5BanBnXkFtZTcwMDU0MjYzOA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\39.jpg,Romance,0
tt0878814,Jewtopia,"Directed by Bryan Fogel. With Austin Abrams, Tom Arnold, Brennan Bailey, Wilmer Calderon. A romantic comedy centered on a gentile who pretends to be Jewish in order to win the affection of his love interest.",https://m.media-amazon.com/images/M/MV5BMjIwNDU0ODgwNl5BMl5BanBnXkFtZTgwMDY2OTIyMDE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\40.jpg,Romance,0
tt0879870,Eat Pray Love,"Directed by Ryan Murphy. With Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup. A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\41.jpg,Romance,0
tt0882741,AIR: The Musical,The Musical,https://m.media-amazon.com/images/M/MV5BMTYyNTI2MTU3Ml5BMl5BanBnXkFtZTcwMzY2MzU1MQ@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\42.jpg,Romance,0
tt0889573,The Switch,"Directed by Josh Gordon, Will Speck. With Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum. Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.",https://m.media-amazon.com/images/M/MV5BODQ5ODc0MjU1N15BMl5BanBnXkFtZTcwMTc3NzcyMw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\43.jpg,Romance,0
tt0910926,Movin' In,"Directed by Griff Furst. With Alex Yves, Griff Furst, Christy Carlson Romano, Estelle Harris. A comedy about a young man from Switzerland who travels to Los Angeles to escape his dead-end life and to reconnect with a female pen pal with whom he has lost touch. Everything falls apart when the pen pal turns out to be a complete fraud and he is reunited with an old friend (a real trouble magnet) who keeps pulling him into the most awkward situations. The story takes unexpected turns when the two - somewhere between moving into an old folks home, going to auditions, and dealing with a phony agent and a group of gangsters - fall for the same girl.",https://m.media-amazon.com/images/M/MV5BMTcxNDg1NTAyMl5BMl5BanBnXkFtZTcwNjIyOTY3Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\44.jpg,Romance,0
tt0920459,The Happy Housewife,"Directed by Antoinette Beumer. With Carice van Houten, Marcel Hensema, Isis Cabolet, Waldemar Torenstra. After giving birth to her first child, a happily-married woman sees her picture-perfect life spiral out of control.",https://m.media-amazon.com/images/M/MV5BMTk3Mzg5NjcwNV5BMl5BanBnXkFtZTcwNDQ2NjcyNA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\45.jpg,Romance,0
tt0937353,The Devil's Flower,"Directed by Ekaterina Grokhovskaya. With Marina Golub, Andrey Kharitonov, Olga Khokhlova, Sergey Krapiva.",https://m.media-amazon.com/images/M/MV5BMTg4ODcxNDIyMl5BMl5BanBnXkFtZTgwMTk0ODM0NDE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\46.jpg,Romance,0
tt0962764,The House of Sun,"Directed by Garik Sukachyov. With Svetlana Ivanova, Stanislav Ryadinskiy, Darya Moroz, Ivan Stebunov. A young woman (Svetlana Ivanova) meets a hippie leader and finds trouble.",https://m.media-amazon.com/images/M/MV5BMjM4M2YwYWYtMzcyMi00M2EzLTk3M2QtYjkyMGMwNTRkOGRjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\47.jpg,Romance,0
tt0965429,L'imbroglio nel lenzuolo,"Directed by Alfonso Arau. With Geraldine Chaplin, Maria Grazia Cucinotta, Anne Parillaud, Miguel Ángel Silvestre. 1905, the cinematograph has reached Southern Italy, and casts fear among the people to whom it seems a devilish trick. They call it ""o 'imbroglie din t'o lenzuolo"" - ""The Trick in the Sheet"", as white sheets were used for screening.",https://m.media-amazon.com/images/M/MV5BMTI2NGYxYmEtYjQyOS00ZDdhLWIxNGMtMWM0MzM0ZTZhNTFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjIyMDk1Nzg@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\48.jpg,Romance,0
tt0970866,Little Fockers,"Directed by Paul Weitz. With Robert De Niro, Ben Stiller, Owen Wilson, Dustin Hoffman. Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?",https://m.media-amazon.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\49.jpg,Romance,0
tt0975645,Hitchcock,"Directed by Sacha Gervasi. With Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston. The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Психо (1960) in 1959 is explored.",https://m.media-amazon.com/images/M/MV5BODAwNDI5NjIwN15BMl5BanBnXkFtZTcwNjc4ODc2OA@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\50.jpg,Romance,0
tt0977643,Chooriyan,"Directed by Sukhwant Dhadda. With Vinod Khanna, Sudhanshu Pandey, Mohnish Behl, Vikas Bhalla. Chooriyan is the story of Simran (Gracy Singh), an orphan who has always dreamt of being a part of a family. Her dream finally comes true when Army Office Aman (Sudanshu Pandde) asks her to marry him and she lives happily as part of Aman's family. Aman and Simran cherish every moment before he returns back to his army duty. Before he leaves, Simran makes a vow to him that while he is away, she will always take care of his family as her own. She looks after her invalid father-in-law (Parikshat Sahni) and dotes on her two loving brother-in-laws (Vikas Bhalla and Manish). Aman informs Simran of his plans to come back home on an official visit. Fate has other plans for them. She is informed of Aman's fatal accident on his way home. Her world is shattered as the deep red of the Mehendi that still decorating her hands turns into a deadly shade of white. However, Simran is determined to take care of the family. Despite financial hardships, her two brother-in-laws get married to their respective girlfriends. These wives start to create a rift in the family causing the foundation of the family to crack. Simran and her father-in-law are completely ostracized from the family. With the help of their family friend Besant Singh (Vinod Khanna), Simran starts to regain all that she had lost. Does Simran have the strength to reunite her family? Will she be able to fulfil her promise to her husband or regain all that she lost?",https://m.media-amazon.com/images/M/MV5BNzZlZjNiNjktNDFjZi00NDVlLTkyNTUtZWQ0Mzc2YjAyYzA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\51.jpg,Romance,0
tt0980999,Four,"Directed by Joshua Sanchez. With E.J. Bonilla, Emory Cohen, Aja Naomi King, Wendell Pierce. On a hot 4th of July night, sparks fly between four people as they test the limits and possibilities of their own freedom.",https://m.media-amazon.com/images/M/MV5BMjI3ODE3OTk4OF5BMl5BanBnXkFtZTgwOTkyMDEwMDE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\52.jpg,Romance,0
tt0984210,Multiple Sarcasms,"Directed by Brooks Branch. With Timothy Hutton, Mira Sorvino, Dana Delany, Mario Van Peebles. NYC, 1979",https://m.media-amazon.com/images/M/MV5BNzc0Mjk4NTkyMl5BMl5BanBnXkFtZTcwOTQ5ODE0Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\53.jpg,Romance,0
tt0988655,A Flat,"Directed by Hemant Madhukar. With Jimmy Shergill, Sanjay Suri, Hazel Croney, Kaveri Jha. A spate of unexpected events jolted Rahul as soon as he landed from U.S. Now, Rahul finds himself trapped in his own flat, completely cut off from the world. The only companion he has is a ghost, a ghost that will not let go of him.",https://m.media-amazon.com/images/M/MV5BM2EzMDY4YjktOTZkYy00MGIwLThjYWItZGZhNjk5MzIzZDJhXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\54.jpg,Romance,0
tt0989757,Dear John,"Directed by Lasse Hallström. With Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas. A romantic drama about a soldier who falls for a conservative college student while he's home on leave.",https://m.media-amazon.com/images/M/MV5BNTA1MWY0MTctNGEwMy00NzllLTlkZTAtMWE3Y2RjMzc0OWJkXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\55.jpg,Romance,0
tt0991173,The Significant Other,"Directed by Shalene Portman. With Brittany Joyner, Donny Boaz, Stephanie Young, Morgana Shaw. When operating a Bed and Breakfast it's better to be married? Or is it? Clara will find that her fictitious husband may cost her the love of her life. Her first guest, Rick, is gorgeous, sweet and single but he thinks she's married. Clara doesn't know how to tell him that she's not really married, and after running into her ""husband"" with his male lover, Rick doesn't know how to tell her that her husband is gay and cheating on her. The Significant Other is hysterical romp where love checks in and sanity checks out.",https://m.media-amazon.com/images/M/MV5BMTYwOTk1MTgwMl5BMl5BanBnXkFtZTcwNDIyNjQ5Mw@@._V1_FMjpg_UX1000_.jpg,imdb_dataset\Romance\56.jpg,Romance,0
